feature,importance
cat__Dest_SNA,3.379302392911274e-05
cat__Route_LGA_HYA,3.3642314309926265e-05
cat__Route_ALB_MYR,3.360518866691605e-05
cat__Dest_DSM,3.327454807456233e-05
cat__Route_PBG_PIE,3.316511416644385e-05
cat__Route_LGA_DSM,3.264187082738103e-05
cat__Route_JFK_BDL,3.2375015721151446e-05
cat__Dest_ANC,3.219733960087426e-05
cat__Route_HPN_MIA,3.1341401580347755e-05
cat__Route_BUF_MSP,3.064412998649722e-05
cat__Dest_BDL,3.0335529579782953e-05
cat__Route_SYR_SFB,3.0009924878012575e-05
cat__Route_JFK_ONT,2.9836264657536287e-05
cat__Route_SYR_FLL,2.9826779841008344e-05
cat__Route_LGA_ROA,2.9200136120795535e-05
cat__Route_ALB_PGD,2.8946897125700158e-05
cat__Route_LGA_JAX,2.843111971353866e-05
cat__Route_SYR_SRQ,2.828965101553116e-05
cat__Dest_PSP,2.7331789513176566e-05
cat__Route_JFK_PSP,2.7136609048797143e-05
cat__Route_ISP_MIA,2.6746461588123912e-05
cat__Route_ELM_SFB,2.5699407419294373e-05
cat__Dest_BUR,2.5691259596281996e-05
cat__Route_JFK_HYA,2.5421789078770186e-05
cat__Route_PBG_FLL,2.432511401567468e-05
cat__Route_JFK_ANC,2.370539538261943e-05
cat__Route_JFK_BUR,2.3364685328288865e-05
cat__Route_SWF_PGD,2.3205618353690946e-05
cat__Route_JFK_SNA,2.3149613518023692e-05
cat__Route_SYR_PHL,2.2958605958178077e-05
cat__Route_SWF_FLL,2.2811730573163515e-05
cat__Route_ROC_LGA,2.2679149420195757e-05
cat__Route_ISP_MYR,2.2305667925519513e-05
cat__Route_SWF_MYR,2.1456244478300162e-05
cat__Dest_BTV,2.0880786188421835e-05
cat__Route_IAG_PIE,2.052301048338402e-05
cat__Dest_ONT,2.001866853156446e-05
cat__Dest_MHT,1.99047773838331e-05
cat__Route_BUF_IAD,1.9757017244881823e-05
cat__Route_JFK_SMF,1.9015509298224565e-05
cat__Dest_ABQ,1.8454418451679648e-05
cat__Route_PBG_PGD,1.820871664419105e-05
cat__Route_ELM_PIE,1.8166453028244897e-05
cat__Route_JFK_RNO,1.7840613099203983e-05
cat__Dest_BZN,1.7839027102088263e-05
cat__Route_JFK_MHT,1.7448811776901372e-05
cat__Route_ALB_SRQ,1.7397717481845467e-05
cat__Route_JFK_ABQ,1.6616230436447327e-05
